Serial#,Site#, ProberX#,ProberY#,HW Bin#,SW Bin#,OPEN_SHORT_TEST_VPP_D,OPEN_SHORT_TEST_GPIO0_D,OPEN_SHORT_TEST_GPIO1_D,OPEN_SHORT_TEST_GPIO2_D,OPEN_SHORT_TEST_GPIO3_D,OPEN_SHORT_TEST_GPO0_D,OPEN_SHORT_TEST_GPIO4_D,OPEN_SHORT_TEST_GPIO5_D,OPEN_SHORT_TEST_GPIO6_D,OPEN_SHORT_TEST_GPIO7_D,OPEN_SHORT_TEST_GPIO8_D,OPEN_SHORT_TEST_GPIO9_D,POWER_SHORT_VDD,CHECK_SITE_I_site,CHECK_SITE_code_check_sum,CKCKB_TEST_i2c_Test_w.ck_write,CKCKB_TEST_i2c_Test_r.ck_read,CKCKB_TEST_i2c_Test_w.ckb_write,CKCKB_TEST_i2c_Test_r.ckb_read,ICC_test_5P65_i2c_Test_w.icc_int_code_write,ICC_test_5P65_i2c_Test_r.read_allregister,ICC_test_5P65_VDD,vbgtrim_test_i2c_Test_w.vbg_int_code_cm02B,vbgtrim_test_vbg_voltage,vbgtrim_test_vbg_value,vbgtrim_test_vbg_diff,vbgtrim_test_vbg_value_final,acmptrim_test_i2c_Test_w.vbg_int_code_cm02B,acmptrim_test_acmp_Test.acmp_trim,acmptrim_test_acmp_trim_value,osctrim_test_i2c_Test_w.vbg_int_code_cm02B,osctrim_test_rcosc_freq,osctrim_test_rcosc_diff,osctrim_test_rcosc_trimvalue,osctrim_test_i2c_Test_r.read_allregister,osctrim_test_rcosc_trimvalue_final,osctrim_test_i2c_Test_w.0xF0_0x01_write,osctrim_test_i2c_Test_w.0xF3_0x80_write,osctrim_test_i2c_Test_w.0xF5_0x09_write,osctrim_test_lcosc_freq,osctrim_test_lcosc_diff,osctrim_test_lcosc_trimvalue,osctrim_test_lcosc_trimvalue_final,LUT_test_i2c_Test_w.vbg_int_code_cm02B,LUT_test_i2c_Test_r.read_allregister,LUT_test_lut_Test.lut,PR_test_i2c_Test_w.pr_int_code_write,PR_test_i2c_Test_r.read_allregister,PR_test_pr_test.pr,TRIM_PROG_i2c_progame_low.5AtoA5_trim_progame,TRIM_READ_i2c_Test_r.read_allregister,TRIM_READ_i2c_Test_r.5AtoA5_value_read,TRIM_LOCKED_i2c_progame.trim_locked,LS8C10001T_V_code_PROG_i2c_progame.LS8C10001T_V_code_program,LS8C10001T_V_code_PROG_i2c_Test_r.read_allregister,NVM_LOCKED_i2c_progame.nvm_locked,TRIM_READ_i2c_Test_r.read_allregister,TRIM_READ_i2c_Test_r.LS8C10001T_V_code_read,LS8C10001T_V_ATE_1230mV_LS8C10001T_V_ATE.LS8C10001T_V_ATE1,LS8C10001T_V_ATE_615mV_LS8C10001T_V_ATE.LS8C10001T_V_ATE1,LS8C10001T_V_ATE_288mV_LS8C10001T_V_ATE.LS8C10001T_V_ATE1,LS8C10001T_V_ATE_PAT_LS8C10001T_V_ATE.LS8C10001T_V_ATE2,LS8C10001T_V_ATE_PAT_LS8C10001T_V_ATE.LS8C10001T_V_ATE3,
311, 1,623,1, 1,1,-482.140,-624.874,-625.082,-602.761,-599.011,-595.471,-599.687,-602.959,-598.939,-595.738,-595.975,-598.247,0.004,503.001,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.414,PASS,1231.046,29.000,1.046,28.000,PASS,PASS,0.000,PASS,2.519,18.638,39.000,PASS,38.000,PASS,PASS,PASS,1977.287,22.713,47.000,48.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
312, 0,625,0, 1,1,-495.312,-626.320,-626.767,-601.450,-679.496,-599.312,-601.191,-608.185,-604.845,-603.406,-602.174,-605.731,-0.077,499.082,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.383,PASS,1231.315,35.000,1.315,34.000,PASS,PASS,4.000,PASS,2.534,33.955,41.000,PASS,40.000,PASS,PASS,PASS,2004.274,4.274,49.000,49.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
312, 1,625,1, 1,1,-494.475,-630.151,-629.720,-605.416,-601.770,-601.507,-602.309,-618.597,-602.429,-600.400,-599.129,-599.416,-0.079,502.404,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.391,PASS,1229.240,23.000,0.760,24.000,PASS,PASS,0.000,PASS,2.501,0.500,39.000,PASS,39.000,PASS,PASS,PASS,1980.375,19.625,49.000,50.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
313, 0,627,0, 5,51,-494.973,-627.117,-628.050,-603.574,-593.846,-592.990,-598.851,-604.023,-601.658,-602.171,-598.531,-611.643,-0.186,499.419,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.385,PASS,1229.961,27.000,0.039,27.000,PASS,PASS,0.000,PASS,2.486,13.922,37.000,PASS,37.000,PASS,PASS,PASS,2008.974,8.974,49.000,49.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,,,,,,,,,,,,
313, 1,627,1, 1,1,-492.517,-626.606,-626.453,-603.499,-603.221,-602.104,-601.499,-603.220,-603.378,-602.447,-600.179,-599.616,0.117,502.977,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.303,PASS,1230.105,27.000,0.105,27.000,PASS,PASS,0.000,PASS,2.493,6.980,39.000,PASS,39.000,PASS,PASS,PASS,2010.670,10.670,48.000,48.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
314, 0,629,0, 1,1,-499.122,-631.428,-630.482,-607.031,-608.226,-605.849,-605.937,-609.613,-608.514,-609.415,-608.649,-613.194,-0.069,499.218,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.339,PASS,1229.059,21.000,0.941,22.000,PASS,PASS,0.000,PASS,2.465,34.517,39.000,PASS,40.000,PASS,PASS,PASS,2021.743,21.743,49.000,48.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
314, 1,629,1, 1,1,-493.955,-627.885,-627.470,-605.711,-604.558,-602.171,-604.732,-606.540,-605.276,-606.026,-601.052,-597.918,-0.305,502.381,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.336,PASS,1229.027,31.000,0.973,32.000,PASS,PASS,0.000,PASS,2.504,4.006,41.000,PASS,41.000,PASS,PASS,PASS,1984.439,15.561,49.000,50.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
315, 0,631,0, 1,1,-498.893,-629.096,-630.382,-610.246,-620.671,-607.859,-601.482,-609.456,-609.953,-608.418,-610.584,-623.181,0.147,499.292,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.342,PASS,1231.528,25.000,1.528,24.000,PASS,PASS,0.000,PASS,2.484,15.898,43.000,PASS,43.000,PASS,PASS,PASS,1988.237,11.763,47.000,47.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
315, 1,631,1, 1,1,-498.496,-631.044,-628.669,-610.192,-609.838,-606.154,-605.967,-608.387,-607.026,-605.086,-607.264,-604.838,-0.104,501.808,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.349,PASS,1229.027,27.000,0.973,28.000,PASS,PASS,0.000,PASS,2.491,8.968,41.000,PASS,41.000,PASS,PASS,PASS,2020.906,20.906,49.000,48.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
316, 0,633,0, 1,1,-493.832,-626.978,-628.045,-606.431,-602.325,-600.076,-603.416,-607.210,-607.270,-604.798,-605.149,-609.491,-0.157,499.259,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.365,PASS,1229.611,25.000,0.389,25.000,PASS,PASS,0.000,PASS,2.534,33.955,43.000,PASS,42.000,PASS,PASS,PASS,2015.942,15.942,49.000,48.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
316, 1,633,1, 1,1,-493.215,-630.672,-629.944,-609.844,-606.582,-604.301,-606.401,-607.078,-601.347,-605.954,-600.663,-603.378,0.349,502.261,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.401,PASS,1230.921,33.000,0.921,32.000,PASS,PASS,0.000,PASS,2.496,3.994,39.000,PASS,39.000,PASS,PASS,PASS,2000.620,0.620,50.000,50.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
317, 0,635,0, 1,1,-497.427,-629.125,-629.924,-609.236,-604.079,-604.216,-603.583,-610.082,-608.314,-609.310,-610.437,-613.165,0.395,499.328,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.273,PASS,1231.315,33.000,1.315,32.000,PASS,PASS,0.000,PASS,2.515,15.091,45.000,PASS,44.000,PASS,PASS,PASS,2010.877,10.877,48.000,48.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
317, 1,635,1, 1,1,-495.445,-633.726,-628.870,-607.466,-608.124,-604.583,-605.075,-609.754,-608.413,-607.047,-606.195,-603.326,0.317,501.904,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.343,PASS,1230.494,37.000,0.494,37.000,PASS,PASS,0.000,PASS,2.506,6.014,40.000,PASS,40.000,PASS,PASS,PASS,1996.244,3.756,48.000,48.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
318, 0,637,0, 1,1,-505.114,-636.383,-635.763,-615.227,-614.489,-611.937,-613.291,-614.645,-614.155,-615.190,-620.049,-633.359,0.275,499.166,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.324,PASS,1230.814,33.000,0.814,33.000,PASS,PASS,0.000,PASS,2.532,32.415,39.000,PASS,38.000,PASS,PASS,PASS,1986.498,13.502,49.000,49.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
318, 1,637,1, 1,1,-495.535,-627.980,-628.425,-610.321,-604.291,-606.942,-602.944,-610.154,-602.539,-603.010,-603.376,-602.720,0.179,501.808,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.371,PASS,1228.676,25.000,1.324,26.000,PASS,PASS,0.000,PASS,2.536,36.011,43.000,PASS,42.000,PASS,PASS,PASS,2018.192,18.191,48.000,48.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
319, 0,639,0, 1,1,-500.067,-630.112,-631.307,-611.203,-609.222,-607.778,-608.148,-610.899,-611.258,-610.097,-625.198,-619.654,0.219,499.180,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.356,PASS,1229.159,29.000,0.841,30.000,PASS,PASS,0.000,PASS,2.531,30.877,41.000,PASS,41.000,PASS,PASS,PASS,1995.306,4.694,48.000,48.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
319, 1,639,1, 1,1,-496.080,-628.777,-627.876,-606.660,-607.103,-605.409,-605.113,-612.630,-602.606,-606.279,-604.474,-605.128,0.071,502.357,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.434,PASS,1230.043,23.000,0.043,23.000,PASS,PASS,0.000,PASS,2.524,24.233,43.000,PASS,42.000,PASS,PASS,PASS,1983.432,16.568,47.000,47.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
320, 0,641,0, 1,1,-484.378,-626.344,-625.841,-605.798,-598.436,-597.961,-597.428,-604.209,-603.492,-598.742,-602.665,-605.912,-0.107,499.483,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.303,PASS,1230.939,23.000,0.939,23.000,PASS,PASS,0.000,PASS,2.506,5.512,37.000,PASS,37.000,PASS,PASS,PASS,1993.391,6.608,47.000,47.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
320, 1,641,1, 1,1,-500.502,-632.070,-631.940,-613.777,-607.761,-606.326,-608.684,-610.940,-609.958,-606.102,-606.827,-610.221,0.075,501.641,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.397,PASS,1228.977,25.000,1.023,26.000,PASS,PASS,0.000,PASS,2.525,24.742,43.000,PASS,42.000,PASS,PASS,PASS,1993.595,6.405,49.000,49.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
321, 0,643,0, 5,51,-484.564,-625.972,-625.355,-597.911,-595.600,-596.671,-598.139,-601.338,-599.237,-600.616,-595.927,-602.071,0.045,499.197,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.367,PASS,1228.533,21.000,1.467,22.000,PASS,PASS,0.000,PASS,2.480,20.333,37.000,PASS,37.000,PASS,PASS,PASS,1995.591,4.409,50.000,50.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,,,,,,,,,,,,
321, 1,643,1, 1,1,-489.982,-626.129,-626.286,-603.518,-602.606,-602.572,-602.414,-605.897,-601.690,-601.206,-601.804,-597.494,0.251,501.021,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.329,PASS,1231.485,27.000,1.485,26.000,PASS,PASS,0.000,PASS,2.533,33.441,43.000,PASS,42.000,PASS,PASS,PASS,1997.673,2.327,48.000,48.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
322, 0,645,0, 1,1,-496.219,-628.552,-627.978,-603.726,-602.931,-600.458,-601.630,-603.354,-606.613,-605.204,-610.665,-603.469,0.044,499.147,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.341,PASS,1229.448,25.000,0.552,25.000,PASS,PASS,0.000,PASS,2.490,9.960,41.000,PASS,41.000,PASS,PASS,PASS,1985.690,14.310,49.000,49.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
322, 1,645,1, 1,1,-499.977,-632.781,-633.908,-613.248,-609.872,-610.237,-610.015,-614.287,-607.779,-608.985,-608.395,-609.921,0.251,501.760,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.327,PASS,1230.206,31.000,0.206,31.000,PASS,PASS,0.000,PASS,2.483,16.885,41.000,PASS,41.000,PASS,PASS,PASS,2003.575,3.575,48.000,48.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
323, 0,647,0, 1,1,-492.905,-627.055,-627.573,-607.622,-595.929,-600.000,-600.675,-606.245,-606.341,-604.670,-603.671,-602.791,-0.020,499.268,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.394,PASS,1228.596,23.000,1.404,24.000,PASS,PASS,0.000,PASS,2.464,35.975,39.000,PASS,40.000,PASS,PASS,PASS,1998.286,1.714,48.000,48.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
323, 1,647,1, 1,1,-498.148,-631.072,-630.240,-607.308,-608.936,-607.438,-607.278,-613.445,-606.354,-606.174,-604.579,-601.838,-0.070,501.975,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.257,PASS,1230.181,31.000,0.181,31.000,PASS,PASS,0.000,PASS,2.496,4.492,39.000,PASS,39.000,PASS,PASS,PASS,1997.428,2.572,48.000,48.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
324, 0,649,0, 1,1,-508.791,-638.171,-638.624,-619.933,-614.804,-613.384,-613.654,-618.267,-620.935,-618.004,-624.359,-620.055,-0.130,499.025,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.403,PASS,1228.921,27.000,1.079,28.000,PASS,PASS,0.000,PASS,2.469,30.620,43.000,PASS,42.000,PASS,PASS,PASS,1990.588,9.412,47.000,47.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
324, 1,649,1, 1,1,-496.572,-627.069,-626.061,-606.955,-606.687,-606.932,-607.054,-609.873,-603.583,-603.750,-602.969,-602.234,-0.045,500.902,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.346,PASS,1230.306,29.000,0.306,29.000,PASS,PASS,0.000,PASS,2.533,33.441,41.000,PASS,40.000,PASS,PASS,PASS,2010.463,10.463,48.000,48.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
325, 0,651,0, 1,1,-497.150,-629.024,-630.353,-610.465,-605.176,-604.426,-605.803,-607.095,-609.467,-606.906,-604.281,-607.840,-0.052,499.216,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.379,PASS,1230.124,25.000,0.124,25.000,PASS,PASS,0.000,PASS,2.519,18.638,41.000,PASS,40.000,PASS,PASS,PASS,2001.522,1.522,48.000,48.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
325, 1,651,1, 1,1,-493.172,-637.185,-635.919,-612.528,-612.115,-610.738,-609.772,-617.726,-610.979,-611.590,-609.339,-605.791,0.208,503.120,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.366,PASS,1228.977,23.000,1.023,24.000,PASS,PASS,0.000,PASS,2.490,10.456,41.000,PASS,41.000,PASS,PASS,PASS,1979.893,20.107,47.000,47.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
326, 0,653,0, 1,1,-495.235,-630.183,-630.225,-609.798,-644.922,-604.283,-603.292,-610.717,-609.081,-604.331,-608.014,-608.966,0.154,499.288,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.309,PASS,1228.871,27.000,1.129,28.000,PASS,PASS,0.000,PASS,2.499,0.500,41.000,PASS,41.000,PASS,PASS,PASS,1999.227,0.773,48.000,48.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
326, 1,653,1, 1,1,-507.575,-640.888,-641.831,-621.638,-620.369,-620.146,-619.427,-621.916,-617.630,-618.533,-617.090,-621.708,0.130,501.021,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.360,PASS,1230.356,29.000,0.356,29.000,PASS,PASS,0.000,PASS,2.480,20.333,39.000,PASS,40.000,PASS,PASS,PASS,1996.856,3.144,48.000,48.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
327, 0,655,0, 1,1,-497.417,-630.603,-629.810,-609.503,-603.765,-604.526,-606.286,-608.954,-608.690,-605.189,-604.529,-611.838,-0.065,499.166,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.335,PASS,1229.623,25.000,0.377,25.000,PASS,PASS,0.000,PASS,2.534,34.469,43.000,PASS,42.000,PASS,PASS,PASS,1992.619,7.381,49.000,49.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
327, 1,655,1, 1,1,-496.042,-627.284,-625.273,-605.978,-607.351,-604.802,-606.696,-610.092,-605.772,-605.978,-598.923,-606.173,0.105,500.997,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.306,PASS,1230.131,28.000,0.131,28.000,PASS,PASS,0.000,PASS,2.501,0.500,43.000,PASS,43.000,PASS,PASS,PASS,2006.539,6.539,48.000,48.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
328, 0,657,0, 1,1,-495.422,-628.872,-628.345,-607.555,-600.619,-600.339,-605.178,-606.120,-602.934,-604.150,-604.114,-607.410,0.018,499.237,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.252,PASS,1230.099,25.000,0.099,25.000,PASS,PASS,0.000,PASS,2.524,23.723,37.000,PASS,37.000,PASS,PASS,PASS,2003.328,3.328,49.000,49.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
328, 1,657,1, 1,1,-493.883,-624.578,-625.163,-604.848,-602.381,-601.440,-604.198,-606.954,-601.032,-603.726,-599.968,-605.624,0.118,502.285,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.290,PASS,1231.297,31.000,1.297,30.000,PASS,PASS,0.000,PASS,2.516,15.597,41.000,PASS,40.000,PASS,PASS,PASS,2010.008,10.008,49.000,49.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
329, 0,659,0, 1,1,-494.734,-636.927,-636.764,-611.460,-613.131,-605.376,-606.706,-612.514,-609.910,-606.506,-608.811,-615.117,-0.038,499.218,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.312,PASS,1228.608,29.000,1.392,30.000,PASS,PASS,0.000,PASS,2.507,7.020,39.000,PASS,39.000,PASS,PASS,PASS,2010.215,10.215,48.000,48.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
329, 1,659,1, 5,51,-493.105,-629.450,-627.098,-606.584,-600.181,-598.217,-598.900,-603.092,-600.241,-599.469,-599.139,-602.711,0.151,501.260,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.372,PASS,1229.817,30.000,0.183,30.000,PASS,PASS,0.000,PASS,2.516,16.103,41.000,PASS,41.000,PASS,PASS,PASS,1986.660,13.340,50.000,50.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,,,,,,,,,,,,
330, 0,661,0, 1,1,-496.949,-628.228,-628.341,-607.150,-603.493,-602.091,-604.175,-606.904,-606.827,-605.838,-608.949,-610.507,-0.117,499.299,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.384,PASS,1230.588,31.000,0.588,31.000,PASS,PASS,0.000,PASS,2.481,19.349,41.000,PASS,42.000,PASS,PASS,PASS,2017.274,17.274,48.000,48.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
330, 1,661,1, 1,1,-489.896,-623.814,-623.879,-600.005,-599.379,-600.524,-601.070,-601.897,-600.036,-599.646,-596.426,-598.166,0.064,503.764,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.362,PASS,1229.591,31.000,0.409,31.000,PASS,PASS,0.000,PASS,2.484,15.898,41.000,PASS,41.000,PASS,PASS,PASS,1997.142,2.858,49.000,49.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
331, 0,663,0, 1,1,-497.809,-630.240,-629.643,-610.579,-610.423,-605.147,-604.199,-608.696,-608.504,-607.231,-610.179,-612.335,0.166,499.123,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.318,PASS,1230.037,29.000,0.037,29.000,PASS,PASS,0.000,PASS,2.482,18.364,39.000,PASS,39.000,PASS,PASS,PASS,1978.569,21.431,49.000,50.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
331, 1,663,1, 1,1,-490.660,-630.891,-626.023,-604.105,-600.968,-603.107,-599.797,-603.949,-600.784,-601.149,-598.008,-597.833,0.076,502.762,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.377,PASS,1230.620,29.000,0.620,29.000,PASS,PASS,0.000,PASS,2.505,5.010,41.000,PASS,41.000,PASS,PASS,PASS,1987.145,12.855,50.000,50.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
332, 0,665,0, 1,1,-495.326,-626.792,-626.289,-605.936,-603.727,-612.343,-604.500,-608.151,-605.426,-604.956,-602.293,-607.401,0.073,499.237,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.348,PASS,1230.237,33.000,0.237,33.000,PASS,PASS,0.000,PASS,2.534,33.955,41.000,PASS,40.000,PASS,PASS,PASS,2015.110,15.110,48.000,48.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
332, 1,665,1, 1,1,-506.400,-639.671,-637.046,-610.192,-612.416,-612.992,-609.700,-615.821,-607.431,-615.374,-608.352,-608.047,0.148,501.951,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.313,PASS,1229.290,25.000,0.710,25.000,PASS,PASS,0.000,PASS,2.531,30.877,41.000,PASS,40.000,PASS,PASS,PASS,1992.903,7.097,46.000,46.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
333, 0,667,0, 1,1,-501.944,-634.165,-632.533,-613.165,-608.793,-608.475,-609.600,-612.896,-613.212,-611.575,-610.165,-615.766,-0.160,499.197,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.355,PASS,1230.839,31.000,0.839,31.000,PASS,PASS,0.000,PASS,2.523,22.704,41.000,PASS,40.000,PASS,PASS,PASS,1999.555,0.445,48.000,48.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
